gene	P1_epi1	P1_epi2	P1_epi3	P1_fiber1	P1_fiber2	P1_fiber3	E18_epi1	E18_epi2	E18_epi3	E18_fiber1	E18_fiber2	E18_fiber3	E16_epi1	E16_epi2	E16_epi3	E16_fiber1	E16_fiber2	E16_fiber3	E14_epi1	E14_epi2	E14_epi3	E14_fiber1	E14_fiber2	E14_fiber3
Paip2b	10.4253	9.98127	8.97843	31.3862	32.3271	31.2408	10.6187	9.52373	11.3917	27.9914	27.3716	28.149	9.25987	9.63112	10.4169	26.519	24.9397	28.3989	11.5516	10.8391	11.0281	24.4855	24.378	22.7633
Pak1	1.88377	2.35079	1.55725	1.0707	1.12851	0.877443	2.55924	2.41102	3.01287	1.11583	0.735954	0.709716	1.64185	1.5839	1.90011	1.49694	0.869637	1.2272	1.82696	2.14794	2.67754	1.36636	1.40728	1.48845
Pak1ip1	13.3538	15.3657	14.1511	22.1339	20.0434	19.3719	13.8379	14.176	12.5553	17.8898	19.6347	19.3502	15.5349	15.9516	14.5835	19.3123	20.057	19.2967	18.1176	16.3263	17.8147	20.2941	19.6771	20.4796
Pak2	17.8665	18.1248	17.8856	32.3571	31.8467	33.2111	18.521	16.9049	20.0578	32.8218	32.8025	31.5697	20.778	20.7526	21.48	34.3381	31.8709	35.2506	22.5538	22.1827	20.5218	33.0233	33.4051	31.3459
Pak3	2.31407	2.77372	1.75879	0.14625	0.170344	0.137469	1.97068	1.82661	4.07271	0.0876381	0.153808	0.122508	0.542613	0.631823	0.871997	0.259	0.0802698	0.213118	0.37695	0.694512	0.330364	0.125852	0.168358	0.222054
Pak4	12.8735	12.9541	12.5452	22.6358	21.1131	23.1571	13.6773	12.8147	10.9636	21.1534	23.06	24.8364	16.1203	17.4449	15.9184	22.5668	20.2966	21.5858	15.741	15.4833	18.7672	19.7428	19.6667	20.1821
Pakap	2.34762	2.2634	2.35924	56.0827	50.0822	56.2393	1.7486	1.76503	2.60843	44.8922	50.0465	49.4318	1.37339	1.58963	1.44152	31.3677	30.5065	38.7853	0.99487	0.710758	1.0096	19.35	22.0097	21.3878
Palb2	1.18068	1.17385	1.82971	0.433943	0.23897	0.19664	1.68793	1.66436	1.63971	0.179348	0.236978	0.092147	1.47299	1.76402	1.80218	0.409278	0.293969	0.199062	2.41727	2.4995	2.29992	0.431273	0.30785	0.457932
Pald1	5.31141	4.24086	4.77246	0.317058	0.23372	0.236839	5.45015	5.78468	5.57218	0.382316	0.545513	0.37804	4.43709	4.12638	5.07073	0.192264	0.451423	0.210067	6.6034	5.74989	6.1741	0.515462	0.468229	0.419319
Palld	27.3112	25.2717	24.1336	15.9447	15.7023	16.8613	26.0858	25.4695	23.4352	16.6283	16.3128	17.0624	30.1434	30.3329	29.4725	17.8568	16.7782	20.6657	32.1516	33.1573	36.9138	20.5111	18.5114	19.7316
Palm	28.5905	31.1464	32.3548	63.895	58.2082	68.1415	25.7124	25.7002	22.6103	58.8177	52.3386	54.8975	25.6363	28.0185	29.3792	48.0797	46.1926	48.2368	25.1293	25.5176	28.4541	43.1844	47.4908	37.9715
Palm2	2.08744	2.79166	3.18251	124.796	121.047	135.693	1.94802	1.33601	2.31186	120.361	122.604	123.288	1.82909	2.53334	2.13773	82.1796	83.8467	88.6216	1.136	1.58801	1.50201	60.0058	67.6884	68.0644
Palm3	0.614182	0.610301	0.613816	0.105095	0.228774	0.257745	0.612679	0.53526	0.303296	0.657695	0.165693	0.404782	1.25867	0.716222	1.02898	0.975385	0.944215	0.626086	1.63586	1.14769	1.20995	0.889057	1.06503	0.806033
Palmd	3.49207	2.90114	2.71075	0	0.0670159	0.088075	3.79977	4.35313	3.66271	0.0354826	0.169904	0.127673	1.82876	1.83607	2.28735	0.120035	0.294641	0	1.2588	1.6486	0.923845	0.0588411	0.0420228	0.187917
Pam	21.3638	21.1823	19.915	3.76208	4.09179	3.13985	18.9097	18.9782	20.3528	3.87087	3.79732	3.80259	8.3288	8.61714	8.93919	3.43549	4.21817	3.66887	7.80587	8.87129	8.98881	4.16064	3.98278	3.39965
Pam16	0.186892	0.185641	0.773731	1.45305	0.653577	1.11427	0.204966	0.461797	0	0.88041	0	1.99543	0.250619	0.528299	0.538109	0.276194	0.826507	0.237639	0.880472	0	0.446161	0.655456	0.944182	1.10583
Pan2	11.2795	11.6363	11.12	7.12745	5.90592	7.3789	11.0195	10.7527	9.96536	6.45821	5.8031	5.74772	11.3645	10.8688	10.7177	6.60463	6.65516	5.99265	11.3126	12.5866	12.7866	7.18637	7.00339	7.44787
Pan3	15.1347	15.2225	13.4929	9.93845	9.72282	9.0637	13.8565	13.4307	14.9471	8.51267	9.22396	10.1022	14.2755	14.4284	14.7968	10.3891	10.1509	10.3785	13.8013	16.0409	14.3191	9.9175	10.919	11.6144
Pank1	3.19521	3.69654	3.27314	3.75079	3.60423	3.11182	3.75449	3.28265	3.91237	3.39941	3.67921	3.57777	4.35753	3.82198	3.9013	3.69909	3.43827	3.64004	3.84055	3.80863	3.2775	3.57861	3.26876	3.28193
Pank2	7.15228	7.55082	9.17288	6.90248	7.11551	7.75991	9.22441	9.66013	10.3688	7.62307	7.56124	7.62734	9.75423	9.43635	10.031	6.89245	7.21445	6.8694	10.9671	10.2564	9.05004	7.07441	6.4343	7.40277
Pank3	17.5425	16.2475	14.985	11.0089	10.9789	9.93162	16.1562	14.3112	17.5432	12.5236	13.7418	12.5531	18.6685	19.4894	20.5544	15.5655	14.753	16.1326	18.933	18.8226	16.3179	15.4946	15.4912	14.1753
Pank4	5.73066	6.19653	6.0207	5.32024	5.94009	5.50613	5.76186	5.39838	5.12906	4.89348	4.9842	5.62622	6.98855	6.26038	5.93096	5.12642	5.162	4.75348	7.41164	7.08477	7.23664	4.93986	5.42224	5.46272
Panx1	3.35448	3.63318	3.59984	1.58023	1.68829	1.80444	4.03822	3.81135	4.13206	1.74357	2.19207	1.71823	3.70561	3.50721	4.72301	2.25453	3.69979	2.55115	5.25582	5.78593	6.7319	3.98003	4.69733	4.06641
Panx2	0.779837	0.891184	0.891316	0.696082	0.456595	0.781367	1.0365	1.19836	1.05833	0.630319	1.34806	0.937286	0.802931	1.14161	0.760533	0.46187	0.659337	0.800765	0.669507	0.840029	1.05234	0.656704	1.07965	0.584971
Papd4	4.1031	4.15178	3.24261	2.91053	2.68726	3.12142	3.55079	3.60098	3.31962	2.51212	2.53616	2.76323	3.55009	2.90201	2.66021	2.69183	2.38046	2.3947	3.59365	4.06407	3.37124	2.2207	1.72585	2.68627
Papd5	7.21085	6.81315	7.1802	5.497	5.59414	6.45597	7.41279	7.68398	7.91854	6.55197	5.95017	5.7139	8.23652	7.7117	8.62273	6.27065	6.08861	6.4378	7.95925	8.57754	8.6241	6.12753	5.42489	6.43235
Papd7	5.91649	6.58333	5.49983	4.92109	4.51628	4.42411	6.57367	6.6518	6.39993	4.06175	4.42594	4.22325	7.68186	6.63211	6.61039	3.78554	3.5619	3.83353	7.09582	6.75406	6.61919	3.69211	3.5451	3.53994
Papola	35.2687	34.0098	33.6488	46.7576	43.718	41.0353	39.0466	37.4538	38.284	45.236	46.0187	45.0359	42.5142	42.0512	45.0121	47.4665	44.4172	46.8701	45.4523	46.6033	44.9153	44.4946	43.1693	45.3508
Papolg	4.19678	4.17048	4.13403	3.00164	2.96119	2.78915	4.59194	4.00429	5.25254	3.45228	3.01714	3.30013	5.10207	4.99493	5.81215	3.25247	3.84709	3.99867	5.13913	5.42868	5.04553	4.3491	3.96029	4.43801
Pappa	0.431916	0.623822	0.595958	25.8275	23.4247	31.7662	0.651708	0.621344	0.478836	29.168	26.4598	23.9505	0.378768	0.404771	0.346629	18.7567	17.7295	22.1334	0.0975754	0.138894	0.107919	7.47572	9.00614	7.51492
Papss1	10.9292	10.5225	11.3898	5.31327	5.23443	4.62847	11.3883	11.9691	11.6447	5.41735	5.74004	6.30219	9.62003	10.442	10.0381	5.84297	5.57496	5.43944	11.4359	10.2082	11.5752	6.54499	6.24438	5.75746
Papss2	1.67596	1.46413	1.04485	0.0345787	0.0431111	0.0283729	1.47784	1.22667	1.1774	0	0.0363554	0.0411723	0.183797	0.438014	0.448584	0	0	0.045817	0.340197	0.342774	0.40456	0.0375469	0.107243	0
Paqr3	4.14786	4.3352	3.63132	17.3247	15.8779	15.9928	3.23378	2.7386	3.12756	14.963	13.1653	13.9545	3.34172	4.51141	3.6622	12.9872	11.8056	13.7344	2.94468	2.53508	3.73357	9.31531	10.5771	12.1001
Paqr4	0.544189	1.13558	1.42674	0.204831	0.191125	0.167498	1.10875	1.11311	1.2152	0.236222	0.753537	0.182122	0.783531	1.07189	1.26949	0.114051	0.24007	0.135591	2.13643	1.37327	1.72655	0.27937	0.279307	0.0713818
Paqr7	1.12306	1.11602	1.23786	5.77883	5.8505	5.50355	1.11379	1.06012	0.802835	4.91005	6.27813	5.31874	1.14438	1.36588	1.36984	4.93612	3.33524	4.7283	0.869751	1.14734	1.37291	5.78365	5.35659	4.91352
Paqr8	1.46691	1.23687	1.2804	0.166912	0.121477	0.091453	1.94353	1.53852	1.62599	0.572096	0.0877509	0.248833	1.2735	0.89405	1.07913	0.185548	0.50109	0.239616	0.915648	1.13345	1.00256	0.316492	0.365711	0.404592
Pard3	18.6977	17.7244	18.7319	9.24581	9.40287	11.2505	20.3097	18.2295	19.6292	9.68309	10.0403	10.153	19.2929	19.339	20.5375	11.6616	12.2201	11.3446	21.66	21.0861	22.4176	12.9101	12.7259	13.7097
Pard3b	7.17399	6.4104	6.88451	1.91325	2.15901	2.37735	7.23074	7.4019	7.41625	2.14895	2.43257	2.34962	4.96547	5.51443	5.76715	2.06128	1.93707	2.03505	5.21047	5.44173	5.08681	2.06472	1.71494	1.8818
Pard6a	1.65089	2.07848	1.98544	1.2425	1.06047	1.54852	2.41959	2.9045	1.89808	1.46004	1.91114	1.19692	1.9542	1.76999	2.18163	1.26431	0.978347	0.737928	2.91674	1.54282	1.93536	1.23493	1.18456	0.967646
Pard6b	2.48611	2.13981	2.05507	0.367863	0.664768	0.603499	3.42838	3.48438	3.58944	0.730245	0.773482	0.656579	2.68747	2.43587	2.41043	0.518333	0.604466	0.438571	3.02534	3.03216	2.79838	0.799308	0.713244	0.587396
Pard6g	8.89917	8.12393	9.40655	1.48078	1.59546	1.50905	9.14861	8.77526	8.55348	1.48163	1.59877	1.5464	8.80124	8.20316	7.72099	2.10776	2.22267	1.72277	10.9859	9.1155	11.3841	3.69935	2.85854	2.83653
Parg	13.3569	13.1844	11.8718	15.7189	15.3287	16.119	13.1748	11.5547	13.9114	15.7058	15.0842	15.1706	14.6862	13.6303	14.747	16.5293	15.1408	17.0054	15.7385	14.583	14.2868	16.0156	16.4901	16.5536
Park2	1.7449	2.28857	1.31879	5.68515	5.80253	5.17675	1.43035	1.79095	0.948376	4.47219	4.98164	4.38293	1.40314	1.06291	1.91956	3.21879	4.46323	4.36665	1.08768	0.536752	1.24106	4.36531	4.73096	4.66471
Park7	47.632	51.9298	55.9667	282.39	270.24	261.376	49.9541	57.8697	45.2976	211.702	240.913	218.575	52.7087	56.0108	53.0171	176.225	159.998	148.298	56.5118	54.1018	58.2571	146.266	159.164	152.927
Parl	12.4773	14.0234	11.4612	19.5561	17.3001	19.2569	11.9013	9.46652	9.15272	18.442	13.8042	18.0496	11.9497	12.3198	11.9708	16.0935	20.844	18.0696	13.4604	12.7746	15.1079	19.4472	17.2154	19.3611
Parm1	46.5108	46.7793	55.4293	16.4714	13.9807	19.1278	48.8947	51.073	36.7469	18.0453	15.6582	16.4223	60.3496	68.4196	61.8013	15.6027	14.8179	14.8502	57.8065	65.7752	72.0178	17.0716	16.178	16.8797
Parn	10.1164	9.01514	9.60106	5.84682	6.62875	6.61161	8.40231	7.60023	7.67148	6.22424	5.36649	6.01202	7.85949	8.7519	8.74179	6.60448	6.00484	6.09623	8.18145	8.29942	9.49731	7.29139	6.91867	7.82997
Parp1	24.6546	24.6031	28.2733	23.3655	24.4681	23.9471	33.1071	32.2727	30.4855	29.7796	26.3721	29.2236	36.5492	37.8709	37.7594	28.3737	30.3914	28.4669	49.7739	46.9676	50.3681	31.1533	29.7158	30.1349
Parp11	3.89063	3.92967	4.38379	3.22293	2.51091	2.9344	5.48945	5.00929	4.67471	3.0319	3.56354	3.34319	5.96432	5.52829	5.07825	3.54146	3.50229	3.41499	5.42876	5.55521	4.4224	3.68635	3.68068	3.81643
Parp12	1.71656	1.10978	1.5756	0.116618	0.145302	0.0637442	0.992077	0.661928	1.2725	0.0514137	0.245198	0.0924597	0.413176	0.340671	0.277635	0.0864975	0.0912312	0.128724	0.273478	0.361697	0.331152	0.0211292	0.150842	0.0270028
Parp16	2.7773	2.56849	2.44177	4.19205	4.24929	4.18928	2.47107	1.86301	1.95834	4.60356	4.3518	4.20221	2.13478	1.68795	2.56659	3.65027	3.84142	3.01473	1.94007	1.84023	2.32714	4.09471	4.47702	3.39121
Parp2	9.68271	10.173	9.41457	5.24059	6.54773	3.89828	9.53022	9.76438	8.91803	4.90081	4.48376	5.91077	11.4368	9.39966	10.8447	6.84864	4.84395	5.24826	12.2972	12.1253	13.0712	6.33488	7.05456	7.40511
Parp3	1.63404	1.28548	1.26758	3.24054	3.40135	3.60091	1.15919	1.30463	0.958455	3.07275	3.49909	3.27023	1.04937	0.997242	0.693711	3.29276	2.76986	2.82343	0.781752	0.768938	0.864768	2.52872	3.05067	3.17512
Parp4	4.73995	4.36968	4.98428	3.66982	4.07558	4.29922	4.19353	3.68827	4.41295	4.5166	3.73984	4.25116	4.33796	4.31143	4.30251	4.35701	4.30005	4.83972	3.86736	4.42053	3.55595	4.80395	4.87185	4.71809
Parp6	3.56923	3.68538	3.11267	2.53245	2.66277	2.46482	3.27013	3.2941	4.7827	1.95305	2.67654	2.74232	2.68346	2.85452	3.17841	1.93721	2.17417	2.60638	2.5298	2.78158	3.02997	2.4334	2.03138	2.14755
Parp8	7.07358	6.12352	7.29079	9.58603	8.13013	11.4002	5.81691	5.77667	7.17318	8.00747	8.57649	9.52791	5.31244	5.24302	6.33471	10.5003	9.50785	10.7785	4.25065	4.53311	4.04291	11.3809	12.1324	13.0696
Parpbp	2.51993	2.26824	2.53584	0.274447	0.406293	0.30971	3.13971	3.43833	3.25983	0.386177	0.288542	0.204233	3.59887	3.47437	4.1135	0.152619	0.349048	0.0908978	5.46829	5.73427	5.94323	0.651754	0.451941	0.666426
Pars2	2.22974	2.11046	1.90587	1.10563	1.19723	1.49927	2.03434	1.42282	1.94482	0.843717	1.04343	1.27628	2.09842	1.91994	1.75969	0.954511	1.09485	1.0388	2.27719	2.30034	2.01887	1.1201	1.41439	1.17475
Particl	1.38035	1.87688	1.47277	2.39697	1.95558	2.90136	1.21781	0.787867	1.27244	1.75156	2.01502	1.41457	0.730431	0.899923	0.989567	1.12002	0.908145	1.67623	0.439007	0.559487	0.55379	1.38962	1.66362	1.24692
Parva	30.4543	30.4979	32.768	29.9962	32.7903	31.9639	31.1048	30.9113	31.8631	30.3637	32.876	32.7788	29.8146	30.0471	31.3021	25.8734	28.4028	27.8542	27.9101	30.5193	28.3528	24.7787	26.484	25.7849
Parvb	3.35711	2.60853	3.16044	2.61654	1.79841	1.95504	4.00027	3.68292	3.51079	1.2664	1.97504	2.09731	2.18253	2.25403	2.21706	0.746134	1.12903	0.99996	2.61382	3.38393	3.26124	0.837411	1.03956	1.2565
Pask	2.22308	2.53743	2.79893	0.548319	0.773707	0.725574	2.96037	3.17689	2.86414	0.712494	0.426161	0.512311	3.25676	3.38994	3.58579	0.971436	0.616369	0.726722	4.78377	4.11373	4.37707	1.10942	0.75489	1.13802
Patj	8.7565	8.33226	8.91128	5.78319	5.29584	7.14235	8.09516	7.27231	7.87781	5.9016	5.48594	6.41025	7.84613	8.5469	8.17797	7.02786	6.49086	6.84226	7.1552	8.34619	7.40719	6.79215	6.59146	7.33003
Patl1	10.5147	9.81515	9.42074	7.18477	7.88772	6.71904	11.4017	11.5825	11.3859	8.0182	8.4142	7.43415	11.7251	11.5907	12.1859	8.44236	8.82788	8.35938	12.1565	13.3684	12.0186	9.75091	9.10605	9.8949
Patz1	26.2421	24.6959	24.5535	20.7772	19.4182	21.7505	24.5655	24.2604	25.1054	22.2033	21.3364	22.5431	27.6455	28.2139	28.7036	23.3675	23.0836	23.2608	28.4932	29.0294	31.9185	26.2788	23.6251	24.8012
Paupar	2.99518	2.99535	2.27752	0.896172	0.75957	0.617621	1.72999	1.95459	2.23227	0.37962	0.452245	0.362648	1.35689	1.22176	1.41811	0.451896	0.476878	0.498626	1.18381	1.46566	1.16278	0.642434	0.555855	0.597182
Pawr	7.81666	7.61305	7.64595	2.40866	2.08308	1.72284	9.37161	9.77032	9.63058	3.01173	2.99105	2.66757	10.3202	9.66165	12.294	4.505	4.60962	4.73093	10.365	10.9384	11.7086	4.52927	4.86877	4.2988
Pax6	109.778	103.377	95.5443	27.9597	29.7351	24.9949	104.052	111.185	121.943	24.0448	26.7258	25.7282	85.8912	77.1162	83.0624	27.8736	28.2477	26.8424	80.7585	85.995	77.7296	35.5559	30.3332	31.4515
Pax6os1	2.20069	1.88837	1.22285	0.472749	0.292551	0.229819	1.42059	1.78141	1.33054	0.184658	0.0993153	0.110861	1.01149	0.597998	1.00381	0.0704243	0.294253	0.437386	0.47661	0.480872	0.412302	0.470422	0.224182	0.2002
Paxbp1	10.4558	11.4586	10.6757	7.06772	5.78726	7.11307	10.8204	10.9076	11.6071	7.2069	6.50632	6.51792	12.6482	10.5779	11.1809	9.1273	8.79601	8.67361	10.9243	12.8546	10.4467	9.64793	9.10639	9.30544
Paxip1	3.36102	3.38402	3.8797	3.04905	2.87495	2.79999	3.41447	3.6028	3.45205	3.10225	3.22811	3.18458	3.64377	3.6364	3.66442	1.88972	1.88564	1.91082	5.11271	4.16154	5.20633	2.04085	2.03241	1.94991
Pbdc1	8.13242	7.72743	9.63382	9.65603	12.0595	7.7919	8.03369	8.75712	6.58721	7.34743	9.0194	8.64024	7.29301	10.2333	7.70053	7.93892	9.08451	10.0166	11.7663	9.95612	9.57337	9.43395	8.49956	9.0573
Pbk	8.07226	8.62758	11.7821	0.32953	0.306324	0.133838	11.2244	9.67113	9.75613	0.21526	0.346203	0.145339	11.496	12.7476	11.4247	0.306526	0.449212	0.217867	17.6472	15.0021	17.7354	1.4518	0.648504	1.21613
Pbld1	0.108342	0.0358845	0.0915164	7.28506	6.93166	4.60435	0.0756669	0.138235	0.0872439	4.77802	2.50407	3.69694	0.136149	0.198815	0.134132	3.79581	4.88614	5.49481	0	0.171114	0.0366974	0.783998	1.65368	1.57321
Pbrm1	24.1549	23.6053	22.8088	19.5338	19.5629	19.3877	25.5605	24.2828	25.4935	21.065	19.5952	19.7771	28.6606	25.8421	28.3262	20.873	20.4856	20.1783	28.8294	30.9482	26.7393	22.2317	20.7315	21.9242
Pbx1	20.9736	18.9033	17.2331	9.81768	9.61691	9.46164	18.2843	18.1321	20.7499	9.71063	11.0916	10.294	17.1836	16.686	17.8737	10.3569	10.8569	10.2928	15.8856	19.0619	16.5535	12.7727	11.8122	11.0702
Pbx2	28.2093	27.3129	26.1117	12.4708	11.6868	11.4359	30.1768	26.3098	26.9134	14.1289	14.0624	13.918	34.1575	34.4843	33.7093	17.7009	16.025	15.9137	39.7625	38.4779	42.2709	22.1283	22.0424	22.7206
Pbx3	13.0508	12.7034	13.2151	47.7099	46.3753	43.9009	13.2566	11.6255	15.5701	38.3716	44.9493	40.4398	12.6179	13.0792	12.6477	35.4072	35.3399	37.5321	14.6484	14.8664	14.8139	31.8083	30.2194	28.4066
Pbx4	1.10413	1.15185	1.11625	3.65639	3.09934	3.12505	0.814313	1.12232	0.868174	2.44159	2.30407	2.93243	0.979039	1.52456	1.53102	3.19269	3.49165	6.14177	1.20876	1.40092	1.14373	4.51767	4.47326	4.65475
Pbxip1	10.1214	9.88398	9.75038	4.52419	4.58428	4.64262	8.07286	8.1071	8.91165	3.83848	3.4885	3.66295	6.96706	6.50234	6.36316	3.47469	3.54331	3.45187	5.24134	5.77109	4.88191	3.03	3.28613	3.45575
Pcbd1	10.6421	13.8549	11.3283	31.7784	30.7659	29.4202	10.3824	10.2634	9.6603	29.4776	30.6374	27.0681	12.5563	12.0832	15.1523	22.5218	21.4372	23.773	11.1461	13.1526	11.3656	21.7357	22.7694	19.3427
Pcbd2	4.37661	6.80466	7.87471	54.409	50.1296	41.3859	5.84934	6.57803	4.42266	46.3436	44.9365	37.5552	6.38891	7.5354	7.69743	32.3799	34.5067	25.4185	6.29613	6.96154	7.97936	28.1108	31.1789	24.2714
Pcbp1	87.2569	93.1417	97.3725	165.371	160.382	147.409	107.96	107.993	97.6167	160.986	168.972	159.657	117.054	128.515	126.165	142.23	156.054	145.787	127.813	128.58	147.047	143.424	147.28	114.953
Pcbp2	88.9704	89.47	81.2828	75.5151	77.5904	69.2597	82.9377	81.2188	78.8266	76.8601	68.1453	66.3412	84.4202	85.6819	92.5862	70.0313	67.4007	71.7124	90.7958	99.9212	97.593	71.5664	71.3147	69.7595
Pcbp3	5.57233	5.72758	5.0061	3.59933	3.94922	3.67344	5.26361	5.32507	6.15155	3.78631	2.96153	3.15666	4.71545	5.22695	4.51712	3.52089	3.46904	3.5334	5.577	4.76952	5.76679	3.90271	3.60755	3.64772
Pcbp4	23.4458	29.3167	25.2754	83.9195	79.36	91.6237	27.3434	26.9561	26.2076	82.6221	85.5457	77.3922	33.1792	38.8666	36.0395	77.5606	86.2736	78.0557	44.5823	42.9329	55.5438	85.7145	93.7914	75.9394
Pcca	9.45309	9.03017	8.32731	4.86434	6.32844	4.54228	11.4557	12.3883	12.9222	6.15577	5.4229	6.96454	8.23525	9.11322	10.3775	8.06036	7.98712	7.74168	12.7403	10.838	12.2696	8.97442	8.72324	9.54923
Pccb	12.2903	10.9733	11.5981	12.9191	15.679	14.6826	10.2624	10.1764	10.8044	12.6047	13.7351	13.653	10.016	10.362	10.3538	15.7271	14.3885	16.0596	8.99783	9.37371	9.50959	15.0687	14.5982	14.1913
Pcdh1	2.36623	1.89793	2.13288	0.158724	0.098968	0.312815	2.5352	2.8586	1.85502	0.231393	0.166883	0.226933	1.49604	1.7003	2.0966	0.282396	0.323072	0.231331	3.67413	2.72866	3.45462	0.29271	0.270377	0.132053
Pcdh10	1.74175	1.41735	1.19419	0.145618	0.106983	0.11933	1.32962	1.43324	1.52642	0.116075	0.015257	0.0716872	0.405746	0.416245	0.688622	0.0537048	0.113979	0.0271384	0.588076	0.377698	0.486008	0.0907106	0.0675631	0.0414895
Pcdh12	1.21755	0.967963	1.3366	0.0652697	0.0135821	0.0179044	2.14661	2.1866	1.48183	0	0.0686349	0.0519767	1.21165	1.44094	1.97873	0.0483493	0.204589	0	3.16129	2.37107	3.31251	0.0117656	0.10075	0.0300864
Pcdh17	0.683395	0.579275	0.403451	10.6625	10.1645	7.06272	0.640131	0.851789	0.726685	4.5354	5.46823	4.60143	0.407564	0.519925	0.597355	2.36137	1.50713	2.1232	1.80923	1.24774	1.74614	0.941467	0.792469	0.831561
Pcdh18	4.93039	4.58715	4.24216	0.165223	0.132585	0.232997	6.84323	6.03295	6.58136	0.0627084	0.297835	0.32408	4.08522	3.68964	4.64684	0.227329	0.203422	0.140775	7.376	7.34501	6.71832	0.344825	0.346328	0.408205
Pcdh19	8.18872	7.17722	6.0582	0.23494	0.190899	0.358462	10.5999	9.99108	9.62496	0.27227	0.382994	0.251627	5.68488	5.39454	5.43744	0.25961	0.34094	0.168896	5.39309	5.11526	5.04901	0.272356	0.262082	0.251116
Pcdh7	26.4014	22.6717	24.6189	8.95918	8.78059	8.96497	25.9802	25.0465	28.7273	8.77649	9.07163	9.64356	15.2422	15.403	16.4661	7.46153	7.63389	9.05319	13.6909	15.4786	14.4251	6.23359	6.21609	5.37222
Pcdh9	2.67698	2.33404	1.74313	0.158366	0.197795	0.12847	2.11476	1.97762	3.78613	0.118521	0.229023	0.16561	0.498767	0.606165	0.816875	0.0661069	0.155153	0.266088	0.580527	0.790025	0.617146	0.132062	0.228606	0.246854
Pcdhac2	0.321228	0.234986	0.391248	1.29558	1.51734	2.45439	0.282202	0.213533	0.410176	1.07571	1.58889	1.39083	0.1042	0.144215	0.0732012	0.680662	0.800187	0.743899	0.0156861	0.0482679	0.0231587	0.55328	0.716768	0.685369
Pcdhb11	1.30145	1.29329	0.91577	0.137751	0.128794	0.226102	0.611259	0.61046	0.685428	0.136816	0.108619	0.0615033	0.251521	0.217982	0.290183	0.153207	0.134763	0.182493	0.096733	0.149246	0.0915092	0.0560815	0.026688	0.191146
Pcdhb14	2.14657	2.3637	2.27583	0.399727	1.13227	1.01357	1.55219	1.01537	1.2364	0.841697	1.37534	0.756778	0.627461	0.743108	0.730709	0.404219	0.853056	0.746143	0.383075	0.360264	0.309239	0.750006	0.563573	0.807208
Pcdhb15	1.5225	1.22474	1.51309	0.409089	0.311243	0.595451	0.958644	0.834714	1.07906	0.27003	0.525589	0.161898	0.302188	0.442573	0.295881	0.236117	0.248754	0.270864	0.224458	0.254493	0.0970716	0.297065	0.141407	0.25305
Pcdhb16	3.00693	2.93919	2.57962	0.855642	0.851624	0.932241	2.19211	1.80188	2.64471	0.553025	0.389076	0.566082	0.69005	0.799571	0.999932	0.685288	0.507342	0.658986	0.50108	0.427415	0.440365	0.475417	0.374976	0.463872
Pcdhb17	3.59101	3.66984	3.12624	1.22714	1.69632	1.7924	3.10619	2.87351	3.49534	1.7501	1.37072	1.32275	1.12083	1.32563	1.41895	1.25146	1.05005	1.60007	1.05194	0.642122	0.714463	1.41718	1.54732	1.35836
Pcdhb18	2.35038	2.13037	1.89322	0.751337	0.801671	0.817325	1.53172	1.40772	1.86849	0.708174	0.713589	0.60758	0.739375	0.826177	0.782409	0.826019	0.854457	0.642438	0.423708	0.448169	0.282173	0.380378	0.50546	0.503077
Pcdhb19	2.49265	1.89909	1.57227	0.805815	0.729862	0.790766	1.3547	1.11859	1.88687	0.776395	0.382655	0.527275	0.534512	0.645558	0.403059	0.462276	0.366501	0.499504	0.381997	0.36879	0.261555	0.436321	0.321433	0.233918
Pcdhb20	2.46731	1.80968	1.8402	1.17753	0.802559	0.875348	1.5106	1.57975	1.29923	0.486982	0.464236	0.612999	0.659861	0.573327	0.644578	0.79139	0.431897	0.438709	0.387988	0.410499	0.313206	0.499727	0.5137	0.383206
Pcdhb21	2.02269	1.73699	1.52105	0.375804	0.350836	0.422933	1.19939	1.27757	1.65752	0.278945	0.34565	0.585378	0.437298	0.434506	0.581328	0.313773	0.257039	0.435417	0.464232	0.292426	0.326247	0.153573	0.0731055	0.163516
Pcdhb22	2.66669	2.411	2.14597	1.19172	1.17732	0.942957	2.12058	1.37084	1.89886	0.760439	0.950397	0.70823	1.09224	1.18041	1.52216	0.640185	0.578536	0.571483	0.520865	0.63789	0.656995	0.491729	0.765961	0.542694
Pcdhb7	1.24993	1.33618	1.66764	0.391425	0.421366	0.379554	0.671124	1.0187	1.23362	0.141325	0.523754	0.275305	0.472597	0.502448	0.484576	0.184707	0.362008	0.518539	0.375002	0.286541	0.321642	0.347809	0.303454	0.271659
Pcdhga10	3.01236	2.89529	3.83338	0.964409	1.01163	1.596	3.05935	2.52913	3.40927	1.05346	0.893437	0.970295	2.45936	2.46703	2.04816	1.07332	1.15565	1.37952	1.9036	2.15228	3.09713	1.30017	1.33807	1.50812
Pcdhga11	3.6622	3.36007	2.87237	2.25119	1.81784	1.68252	2.93565	3.29647	2.86831	1.72725	1.65414	1.40999	2.81791	2.48738	2.8568	1.42378	1.25329	1.82659	2.37325	3.07693	2.73047	1.82708	1.89837	1.97407
