gene	P1_epi1	P1_epi2	P1_epi3	P1_fiber1	P1_fiber2	P1_fiber3	E18_epi1	E18_epi2	E18_epi3	E18_fiber1	E18_fiber2	E18_fiber3	E16_epi1	E16_epi2	E16_epi3	E16_fiber1	E16_fiber2	E16_fiber3	E14_epi1	E14_epi2	E14_epi3	E14_fiber1	E14_fiber2	E14_fiber3
2010300C02Rik	1.30747	1.28436	0.865733	0.0846485	0.105606	0.11594	1.12648	1.07877	1.08737	0.0748651	0.0296681	0.31966	0.767566	0.604547	0.693323	0.0627348	0.198872	0.0373902	0.316216	0.452968	0.299133	0.076441	0.0872904	0.195437
2010315B03Rik	4.10674	2.5491	3.72576	1.61167	1.98465	2.03476	3.03176	2.66137	3.50346	1.76839	2.10156	1.82197	2.83055	2.19387	2.57445	2.38802	2.43914	2.52962	2.72159	2.3693	1.32959	2.60454	2.39198	2.27567
2010320M18Rik	12.7939	13.4133	11.7744	18.3862	17.0064	14.6667	9.41447	10.3929	8.78499	9.54717	16.181	12.3612	11.4074	9.37043	7.46905	10.0761	8.54282	9.40089	7.61956	6.13521	7.60626	13.2035	11.8193	12.7949
2210013O21Rik	17.8976	19.5268	17.6121	9.89149	10.1661	8.30479	15.1343	15.6365	14.838	7.34381	8.61374	7.91242	12.362	10.7919	12.0795	7.69921	6.47582	6.26709	13.8456	12.6215	14.1898	5.20032	7.7587	6.88825
2210016F16Rik	3.8983	4.7293	4.41137	4.67798	5.43229	4.53028	4.9678	4.03871	3.86729	5.4044	5.39027	5.15407	4.51523	4.48912	4.50824	4.37254	4.99378	4.08025	4.79047	4.36432	4.89807	4.3844	4.75698	4.16257
2210016L21Rik	11.4253	10.9581	11.1007	19.6991	16.3393	16.4367	11.2675	11.9262	11.0854	14.8632	19.901	16.8931	12.402	12.2904	11.7082	16.1233	16.5557	15.2741	12.6337	11.9779	12.9662	18.4149	17.8429	14.6241
2210408I21Rik	5.63092	6.22446	4.64017	4.67377	4.7809	4.3804	4.73556	4.56083	4.9204	3.71331	3.74111	4.51234	5.30131	5.16034	6.01443	5.42807	4.52738	5.14011	4.27042	4.7611	4.03691	5.37231	5.23916	5.62374
2300009A05Rik	7.06711	8.97771	9.82477	32.4283	31.8099	32.219	8.77127	8.15981	9.02595	22.4078	28.9611	19.411	6.54611	10.0235	6.93384	21.4378	18.1573	14.1636	4.2886	8.52472	7.65413	15.4548	21.6937	12.6602
2310001H17Rik	1.73436	2.33129	2.17137	0.475271	0.43407	0.934201	1.1593	0.93051	0.753412	0	0.362235	0.190797	0.485186	0.503418	0.334213	0.262687	0.262897	0.468463	0.182152	0	0.413859	0.414041	0.197129	0.52429
2310009A05Rik	14.1889	13.4387	12.0681	18.2368	17.8336	18.4031	15.2345	14.1435	11.4237	19.1363	24.079	19.2548	14.4924	12.6182	14.5565	23.5672	21.6033	19.559	17.2589	16.5059	15.3888	24.2998	23.5037	21.2246
2310009B15Rik	7.25227	7.37891	5.86541	16.1247	11.7539	14.2619	6.18873	6.35051	5.83507	10.2374	13.6474	11.17	8.02908	7.15329	5.54431	9.63627	11.469	8.30943	6.05038	7.84029	7.09985	10.2513	7.08442	9.60596
2310010J17Rik	3.38078	3.00038	2.14065	3.05217	4.40652	2.73954	2.17286	0.895734	5.14196	3.81439	2.39627	2.25345	1.09246	0.367417	1.29405	0.595884	3.9298	0	2.00172	0	0.535278	2.04845	2.22823	3.80009
2310011J03Rik	7.48049	8.97934	8.57483	8.16321	9.20804	8.28999	6.85476	6.72024	6.11431	8.26709	6.68954	7.10626	8.61087	6.91169	7.00599	7.16772	7.63119	7.39421	6.95731	6.39834	6.63791	7.46108	7.4523	6.31089
2310015A10Rik	1.72235	1.96566	1.47081	1.9447	1.87544	2.15992	1.52621	0.931717	1.63867	1.42518	1.16849	1.7934	0.536041	0.442753	0.734066	1.55322	1.70146	1.90787	0.424043	0.451647	0.494729	2.35162	2.51736	1.8528
2310022A10Rik	3.34341	3.29214	3.47601	4.97795	5.59626	4.38516	4.02327	4.26965	3.72685	4.41628	4.55798	4.75428	4.8867	4.14002	4.59726	4.41201	3.92941	4.48267	4.15443	4.72146	5.70812	5.25298	4.35272	3.73165
2310022B05Rik	23.0215	24.8402	26.4006	72.8183	72.1153	63.1348	24.8862	24.3657	22.447	67.4415	65.8795	60.1667	27.1789	27.3744	26.6064	51.6181	54.0966	54.577	24.2187	22.7397	23.8537	40.8657	50.9982	43.8601
2310030G06Rik	13.3927	16.209	19.2177	5.07434	5.0543	4.93029	11.1792	12.2833	12.0089	4.40403	4.72293	4.30447	15.073	13.7426	12.0363	1.20448	2.41772	1.44681	6.20017	8.14046	7.2939	1.66792	1.652	1.30895
2310033P09Rik	5.17953	5.99351	6.00174	2.19336	3.34908	3.53834	6.62415	6.18624	5.67848	3.13808	3.63662	3.56807	6.03525	5.89552	6.874	2.75585	2.68899	2.66781	6.20662	5.85243	6.73006	3.21082	3.39927	3.27573
2310034G01Rik	1.31402	0.978883	0.915709	1.67556	1.5341	1.49075	0.820949	0.137504	0.266056	0.660529	1.31773	0.357966	0.567778	0.813946	0.145573	0.629483	0.805704	0.688907	0.158545	0.701788	0.24011	0.839702	0.172065	0.457675
2310035C23Rik	9.85678	8.68176	7.24478	7.83614	8.09623	8.13367	7.80125	7.77327	7.52331	7.04646	7.03248	7.0592	7.40546	7.86238	8.8625	7.65665	7.60464	7.22264	7.25388	8.18883	7.52576	7.29578	6.50135	7.22569
2310036O22Rik	41.7466	54.2502	49.6552	94.0513	97.7484	94.1436	48.0326	50.7479	46.044	73.1087	90.8948	75.4042	44.5518	44.0784	45.2522	81.8633	71.3666	69.2736	52.9188	48.3232	61.7951	71.5176	61.7796	56.9179
2310039H08Rik	11.247	11.8414	11.0938	33.5789	39.1256	23.4633	12.9006	11.7147	9.70325	29.8217	28.6624	23.7561	9.63456	12.8602	10.0477	18.7692	23.8339	20.8104	8.16799	8.38925	12.9889	17.6615	19.8448	10.9932
2310040G24Rik	1.10376	0.746891	0.3113	1.09657	0.86258	0.280179	0.683721	1.32017	1.11598	0	0.899439	0.400766	0	0.208353	0.298746	0.542925	0.524681	0.14105	0.295567	0.144056	0.61603	0.246044	0.353185	0.556707
2310057M21Rik	3.58879	3.6901	3.66656	4.46704	3.61637	4.22276	3.10126	3.46781	3.99409	5.6817	4.69473	4.65958	4.14845	4.03393	3.76892	4.80273	5.3693	4.3175	4.29451	4.15603	4.38635	4.59591	5.23395	3.98195
2310061I04Rik	4.39167	5.63578	6.367	21.3776	18.9016	19.7593	7.01701	5.03118	5.83171	19.4448	19.4145	16.1055	7.12566	7.64367	6.57186	13.9655	15.1628	17.0145	7.89229	6.22933	5.72015	14.5278	14.8986	13.1983
2310068J16Rik	1.24286	1.57775	2.09022	1.83477	3.47102	3.47672	1.02272	1.04962	0.752556	2.36411	3.43864	2.28325	0.791787	0.95567	0.79384	0.684998	1.01573	1.81556	0.670805	1.01607	0.580363	1.17169	0.94331	1.21351
2310069G16Rik	0	0.288725	0.243485	9.24276	8.82665	5.8777	0.103374	0.121997	0.352761	5.75153	7.95025	5.19171	0.249832	0.0898273	0	4.71357	4.13429	3.28653	0	0	0	2.62652	1.9577	1.73824
2410002F23Rik	25.1796	24.4932	23.7774	12.4481	11.4903	13.9437	18.7896	21.1362	17.7441	11.3126	13.5708	11.123	23.4686	21.2856	22.2374	13.8537	13.3472	15.2814	19.5658	19.5611	20.0439	11.894	16.1082	14.8627
2410004B18Rik	4.61404	6.05693	4.28774	12.5402	13.0941	12.5339	6.12659	6.55654	6.89194	9.02721	15.6274	9.31884	6.4401	4.95297	5.43802	11.6134	11.6371	9.6099	5.79682	6.15014	7.2853	11.3041	9.86606	12.1488
2410006H16Rik	46.4947	53.3457	41.1554	100.84	77.4814	47.4931	42.8974	41.7212	36.787	40.7732	56.4445	42.1827	42.7272	36.8358	48.509	54.6256	40.0614	38.4408	53.2022	49.238	72.4603	46.2349	59.0306	52.9579
2410015M20Rik	28.5976	33.3692	33.7026	81.7137	79.3792	69.714	30.4421	30.3196	24.0214	59.1928	64.6587	61.3216	26.9014	28.3328	30.9644	53.7557	54.2335	45.2358	27.1257	24.3229	29.4003	49.4289	53.6544	52.5815
2410089E03Rik	6.38817	6.84336	6.14984	7.02221	6.48796	7.64116	6.21049	6.00533	6.32976	7.06992	7.48118	7.66765	6.45888	6.19181	6.74175	7.56492	7.41008	7.75713	6.35721	7.36695	6.65602	8.38158	7.69536	8.22399
2410131K14Rik	4.9021	4.87119	4.38325	5.63858	5.67976	5.20083	4.53561	5.35979	4.72074	6.17803	6.42925	6.74716	5.21136	5.18751	5.01241	5.95836	5.19157	6.26391	5.4662	5.5943	6.5119	7.16173	7.88474	6.7546
2500002B13Rik	1.05792	0.859406	0.991492	4.15867	1.23585	0.666865	2.17393	1.46231	1.92756	1.66105	1.73667	1.50003	1.64282	1.57161	2.24208	0	1.84553	0.931368	3.05106	2.8356	2.07926	1.38636	4.14154	1.38246
2500004C02Rik	4.41281	4.56896	5.66877	4.05556	3.42845	4.32819	4.7408	4.39925	4.74826	4.53782	4.33503	4.57876	6.61985	6.15942	5.51411	4.15879	3.81742	4.30147	6.82714	8.09036	5.61994	6.32985	4.65955	6.17213
2510002D24Rik	4.30341	4.2755	4.81266	2.91197	3.16312	2.34828	4.86708	4.13433	3.94348	3.31613	1.83464	3.53132	4.13828	4.87209	3.66426	3.82369	4.06936	3.15314	4.23327	4.86089	4.67865	2.85185	3.52377	3.71942
2510009E07Rik	15.2185	15.061	13.5261	11.4333	11.2789	13.5636	13.6583	11.559	15.2374	10.3866	11.1779	11.6481	8.36506	8.8462	8.56937	6.17787	7.06999	7.23228	5.96178	6.55042	5.66151	4.90818	5.63699	4.77173
2510039O18Rik	9.14476	8.76699	9.58164	13.8923	14.3045	13.5083	9.18563	9.57306	8.64346	13.5965	14.162	12.8646	8.71011	9.75884	10.0186	11.5556	12.4996	12.3461	9.21269	8.4436	11.0313	10.718	13.7829	11.8772
2610001J05Rik	7.35047	6.75681	7.36777	4.89396	7.63574	7.48196	6.75972	7.01644	8.16842	5.77746	7.24585	7.4722	6.43	5.6654	5.41788	7.33435	7.28378	5.68871	6.03515	5.79266	5.89025	8.26902	6.92736	5.9808
2610002M06Rik	2.74579	2.59664	2.41183	0.913941	0.855932	1.04294	2.59041	2.44315	2.89638	0.883669	0.786336	1.02994	1.79006	1.87137	2.12949	1.00006	0.781376	0.991188	2.04512	2.04541	1.83307	1.23525	0.913493	1.24916
2610005L07Rik	3.03852	2.48088	2.17017	2.25173	1.88503	1.92541	1.18031	1.43118	1.66391	1.2676	1.55671	1.58065	2.0472	1.36678	1.95665	1.80632	1.15919	1.65525	1.31935	1.31563	0.916626	1.90676	1.38484	1.34695
2610008E11Rik	10.2143	9.34821	7.81088	6.76232	7.01752	7.97497	8.37247	8.35626	9.88429	7.49973	6.77306	6.70699	8.51023	8.41659	8.40915	7.38845	5.43224	8.09162	8.68018	9.3263	7.28004	7.21943	7.14835	7.33048
2610020C07Rik	1.31781	1.14976	1.24958	0.302742	0.150488	0.247067	0.807168	0.738818	0.698608	0.358165	0.318164	0.572878	0.725836	1.03149	0.753253	0.359865	0.66173	0.520858	1.28948	0.985844	1.13862	0.364381	0.331262	0.507705
2610020H08Rik	2.9725	2.33828	2.43136	0.626817	0.792314	0.67744	2.93226	2.83576	2.68642	1.20109	1.07223	1.03579	2.66608	2.7864	3.70407	1.25721	0.732147	0.94697	3.30224	3.98407	2.92654	1.57046	1.28293	2.09757
2610044O15Rik8	3.83896	4.33102	3.6124	3.69692	3.55645	3.13019	3.01978	3.16072	3.38221	2.56781	3.01238	2.97791	3.97638	3.41455	3.3788	3.03022	2.88174	2.94383	2.37137	3.89984	2.61073	3.19261	2.90355	3.44078
2610301B20Rik	11.0158	9.87085	9.03217	7.28864	7.94347	7.005	9.19555	9.46062	11.1249	7.021	8.5686	7.08388	12.3427	9.28985	10.6417	10.5096	10.7997	9.7682	10.3536	8.59178	8.13505	12.677	10.0938	9.11003
2610306M01Rik	3.66837	4.70722	4.62235	5.66377	6.07396	5.47098	3.48454	3.18969	3.33373	5.22041	4.42042	4.62341	3.22341	3.67155	3.1465	5.2121	5.28429	4.30996	2.56498	3.30624	4.69282	4.7286	5.83662	4.88239
2610307P16Rik	2.2555	2.04779	1.50307	0.37338	0.228703	0.217987	2.90074	1.57325	2.03882	0.0702522	0.22425	0.410805	0.452909	0.199774	1.07241	0.304675	0.204487	0.141228	1.12602	1.46512	1.03853	0.141858	0.124768	0.0743989
2610316D01Rik	0.708887	0.968263	1.26331	0	0	0	1.32026	1.11774	0.967253	0	0	0	0.341527	0.574259	0.461504	0	0	0	0.125495	0.776904	0.380062	0.0954494	0.136755	0.121536
2610318N02Rik	0.237919	0.827323	0.40065	0.675899	0.417347	0.272752	0.878474	0.604035	1.00767	0.2189	0.473182	0.197223	0.603841	1.04106	0.978712	0.504126	0.437452	0.371945	2.04371	1.083	2.22776	0.563498	0.626979	0.718667
2610507B11Rik	29.0109	28.4708	32.1233	26.2228	25.8792	28.675	33.1712	31.9084	32.516	32.1765	29.5312	30.982	32.3292	32.1992	33.3299	28.7122	29.6814	31.3274	33.5237	34.2976	33.5842	32.4754	33.2844	32.0359
2610507I01Rik	0.764833	0.690926	0.568754	0.392256	0.379914	0.464083	1.37865	1.3938	1.0068	0.719599	0.0916321	0.595358	0.782166	0.636559	2.01285	1.22886	0.238562	0.663774	0.645166	1.08365	0.441771	1.13873	0.813035	0.666913
2610524H06Rik	24.7966	28.6387	29.1534	37.406	44.7119	35.0857	22.0792	22.5256	22.9933	32.2385	42.3359	33.885	18.6071	23.2635	18.9396	28.8633	29.9182	31.8645	21.6877	21.6419	19.4471	32.4599	31.9686	27.7152
2700038G22Rik	2.25541	3.00604	3.24426	3.74738	2.63797	5.13363	3.7671	3.77455	3.79305	4.46067	4.70013	3.95714	4.25034	4.50377	4.29233	3.87943	3.39836	4.47165	6.84911	7.64296	7.40645	5.53965	4.70428	5.15289
2700046G09Rik	3.72192	2.52342	3.547	2.23222	2.86907	3.3576	1.88506	1.5617	1.64058	2.16006	1.824	1.79875	2.04247	1.5287	2.1295	2.64554	2.51156	1.80376	2.42874	1.67303	1.74866	2.32222	1.75734	2.67357
2700049A03Rik	5.45932	4.99145	5.65303	3.10517	3.14313	2.99936	6.01419	5.81058	6.27079	2.56227	2.8354	2.92482	6.27093	6.13373	6.77919	3.47381	2.93353	3.06164	6.97871	7.62349	7.17034	3.52961	3.10817	3.91824
2700054A10Rik	1.53325	1.73648	1.82378	0.651024	0.713214	0.674566	1.54514	0.947001	1.09082	0.638356	0.585368	0.576395	1.90508	1.77827	1.64994	0.608099	0.643962	0.675147	0.63752	1.33594	0.947885	0.552142	0.525521	0.791759
2700060E02Rik	7.42783	9.58459	9.8838	20.5993	23.4169	20.7659	8.67173	8.65423	7.52262	21.2038	17.8088	18.3443	9.74709	9.09104	7.61029	15.9501	15.8195	13.4939	8.71714	6.59582	8.13622	12.381	10.9375	11.5609
2700062C07Rik	4.2903	6.01266	3.9257	4.8044	4.83528	3.2672	4.06199	5.91037	4.36315	3.55092	3.51459	3.70764	4.50466	5.09636	4.33789	3.59237	3.9448	2.78443	5.46507	4.54636	6.08443	3.26962	2.69188	3.64528
2700069I18Rik	1.43871	2.08857	1.9432	1.05864	0.646002	0.502095	0.830002	1.38936	0.537838	0.667317	1.11004	0.602777	1.43531	1.23419	1.62029	0.636457	1.14003	1.39271	1.44393	1.13633	1.33638	1.45623	0.870387	0.462967
2700081O15Rik	16.8339	16.5473	16.1668	12.1722	12.0288	13.0326	15.4105	15.0778	14.7429	12.2622	11.3571	12.1177	14.0987	17.3412	15.1025	14.8797	14.467	14.704	14.7474	15.7921	16.2417	13.8518	14.9271	12.8117
2700097O09Rik	3.06258	1.91758	2.72718	0.933924	2.67518	3.05022	3.26947	3.61515	2.15313	3.44736	2.88685	3.10657	4.13924	3.13098	3.27668	2.82326	3.87678	2.34166	3.9452	3.02316	3.62143	3.51294	3.26419	2.69003
2700099C18Rik	3.42041	3.1639	3.67467	0.111678	0.0689659	0.360607	2.67475	3.06962	2.78303	0	0.117277	0.260759	3.06764	3.69381	3.0589	0.16658	0.0867439	0.22125	5.26562	5.65211	5.33507	0.744628	0.621369	0.237425
2810001G20Rik	11.8744	13.0659	10.797	15.3194	16.646	11.9275	9.72908	10.4788	9.52953	12.4168	13.8806	12.5057	10.9264	10.6602	11.0905	12.5231	12.23	9.97705	9.08135	9.9832	7.56341	14.6924	14.5538	11.2983
2810002D19Rik	1.62698	2.25334	1.87066	1.39783	1.78795	0.755222	2.02228	2.57169	2.50376	1.82069	1.5662	2.07675	2.05585	2.08557	3.21368	2.84553	1.95787	2.21706	2.61566	2.3091	1.97989	2.72887	2.42941	2.29958
2810004N23Rik	12.797	14.1509	14.8445	15.1935	15.9703	16.0615	15.2805	14.0879	14.9603	16.8491	14.4683	15.6502	18.7746	19.2171	17.9256	18.6443	18.8225	17.5993	21.6523	18.7307	20.5427	19.2431	18.8548	17.6072
2810006K23Rik	3.85327	3.95915	6.14645	6.14739	6.98687	6.95104	4.88363	5.29201	5.63561	6.49074	7.72466	7.24068	5.00176	4.98058	6.53303	5.64641	5.09919	5.24306	6.24113	6.05731	5.67199	5.72225	5.14762	5.66336
2810013P06Rik	5.74758	5.19811	4.39084	6.74575	6.96876	9.5194	4.25236	4.04145	3.74095	5.9612	4.90772	5.1724	4.23549	3.22006	3.74364	5.44708	5.76989	5.40712	2.95224	4.3138	3.80556	4.93897	4.26441	5.21837
2810021J22Rik	2.7307	2.75336	2.43803	2.00009	2.0594	1.72705	2.50875	2.45966	2.76251	2.05827	2.23456	1.87987	2.68626	2.39842	2.93866	2.5008	1.97812	1.67327	2.78066	2.48186	2.38227	2.26006	2.87809	2.80289
2810025M15Rik	6.96237	5.71138	5.64371	10.5338	6.64712	8.09628	5.80274	7.45256	5.87643	6.9636	6.73791	6.98051	5.52213	5.59415	4.70904	5.51228	6.95297	5.75483	6.43731	5.84233	8.27754	4.99273	5.79242	4.47343
2810029C07Rik	1.07655	0.713139	0.879075	1.42065	1.21796	1.1025	0.827	0.686826	0.910235	0.931867	0.639796	1.39762	0.631273	0.658489	0.755096	0.905147	0.949918	1.02931	1.10784	0.594958	0.510389	1.1127	1.21892	1.2788
2810032G03Rik	0.779194	0.774146	0.605568	4.42759	4.90649	4.30562	0.948604	0.912942	1.01547	5.07272	3.09962	3.97433	0.380382	0.717849	0.531292	2.87917	3.61476	3.74831	0.659332	0.727915	0.623881	4.22876	3.61172	3.38074
2810403A07Rik	16.6155	15.8212	15.8241	15.1994	14.683	16.8691	15.49	15.9622	15.455	14.7713	16.1552	14.8841	15.5011	16.2346	16.8881	15.9306	14.6198	16.2825	15.631	16.1371	15.354	14.0423	13.9999	17.3587
2810408A11Rik	2.41235	1.68925	1.77216	0	0.167534	0.0723405	1.19087	1.15697	0.997218	0.158382	0.189525	0.105856	1.08215	1.09136	0.835812	0.0671332	0.140409	0.119218	1.7517	1.08442	1.94996	0.280616	0.281474	0.376894
2810408I11Rik	1.00913	1.25283	1.26299	0	0.294384	0.190159	1.49366	1.42051	1.07412	0.151352	0.253717	0.136818	0.988157	0.94035	1.87596	0.364688	0	0.159046	3.34659	1.97699	3.0979	0.280168	0.402243	0.533936
2810410L24Rik	2.67804	2.95197	2.61352	2.21133	2.98675	3.78771	1.80037	2.34619	1.61811	2.47868	3.485	3.02143	2.21381	2.61331	2.18754	2.29146	3.01547	2.50665	2.14698	2.14404	2.6514	2.56343	1.67668	1.38661
2810428I15Rik	16.3604	20.2047	22.1501	64.0979	63.5541	58.1485	15.8519	20.2236	15.5962	52.1346	59.1152	49.4695	20.0147	19.2775	21.51	38.0578	43.1465	34.3323	22.4007	19.4949	24.2467	38.2699	37.7369	24.1853
2810429I04Rik	0.850799	0.845017	0.847057	0.329566	0	0.254372	1.29964	0.843801	0.207772	0	0.345036	0.182431	1.35898	1.75813	0.962978	0	0.250696	0	0.788269	2.10461	0.797573	0.196102	0	0.248441
2810433D01Rik	5.47333	4.2727	5.45765	0	0	0	4.23757	5.96007	4.99982	0.205795	0.111009	0.247174	8.70425	6.42716	6.41065	0.315185	0.492894	0.279276	3.82392	6.61838	6.59964	0.87936	0.754644	0.448691
2810442N19Rik	0.355964	0.353605	0.373137	0.508573	0.727768	0.946323	0.284158	0.112245	0.215873	1.18905	1.95655	0.682751	0.343048	0.494366	0.115914	0.634943	1.44027	1.34034	0.504335	0.334526	0.572768	1.34243	1.9234	0.610461
2810454H06Rik	1.00331	1.30559	1.1319	1.52757	1.06283	1.10368	0.573502	0.641786	0.461234	0.682194	0.566741	0.560164	0.716818	0.328092	0.380118	0.800146	0.632285	0.594969	0.602065	0.447095	0.455656	0.685024	0.733672	0.406391
2810468N07Rik	1.65325	2.08061	2.50714	3.33701	4.1896	2.86664	0.987029	1.47046	1.26661	2.77586	2.95708	3.35422	1.4659	1.67402	1.11139	2.17644	1.86432	2.411	1.35731	1.66464	1.76947	2.08123	2.1498	2.50746
2810474O19Rik	4.96438	4.33497	4.49985	1.4145	1.41	1.21741	4.97511	5.03298	5.19462	1.43498	1.34491	1.24182	4.28441	4.73394	4.45104	1.70215	1.70201	2.01633	5.0122	5.41644	4.23991	2.20744	1.83751	2.36164
2900005J15Rik	0.926688	1.12543	1.13095	17.8525	15.0641	22.8895	0.574984	0.744746	0.621767	16.7733	14.1385	13.4497	1.59464	1.5426	1.23019	13.2673	13.4259	16.6044	1.10393	0.933341	0.731091	16.9009	13.4151	12.0815
2900009J06Rik	0.504893	1.00403	0.830224	1.99159	2.06123	0.372619	0.847063	0.615705	0.931846	0.58436	2.6046	1.32832	0	0	0	2.29439	1.49359	0.973487	0.419652	0	0.323021	0.624276	0.901976	1.5704
2900011O08Rik	4.43024	4.46014	4.97796	3.67654	2.79779	3.72146	5.36283	5.02805	4.9261	3.32343	3.1144	3.96454	7.5233	6.41063	7.81532	4.03423	4.45749	3.8135	8.23879	9.15217	8.79439	4.43553	4.5377	5.09179
2900026A02Rik	9.17849	8.69963	9.13587	6.51115	5.99892	4.86909	8.4043	7.90104	7.93213	6.0801	7.35174	7.20817	8.63936	8.64534	9.46575	5.31874	6.02857	4.92553	9.24818	10.2526	9.24902	5.80789	6.44205	6.72839
2900060B14Rik	1.97741	5.23716	6.01952	4.46308	4.80324	3.9452	4.30802	4.09028	2.81558	4.1021	3.67169	4.77653	3.06348	2.93791	3.47761	6.28022	4.85572	2.0885	4.30183	1.80031	3.26314	5.2931	3.26391	2.63541
2900076A07Rik	4.61113	4.19055	5.09463	4.49356	4.35422	4.46273	4.71211	4.56957	3.09611	3.80191	6.28462	3.21757	3.92328	4.8219	4.3843	2.94928	3.32031	3.20518	3.50853	2.48345	2.76282	4.89854	4.27424	2.57489
2900097C17Rik	31.9315	33.1805	28.5507	54.1123	57.0306	53.2341	29.2273	26.8107	27.7176	53.6937	47.5645	51.2441	31.2215	30.347	23.5272	44.2209	52.638	52.1882	20.1424	23.0289	22.1015	40.0855	38.2321	41.6282
3000002C10Rik	2.29341	2.80439	2.67398	1.55901	1.6505	1.61819	2.29489	2.61308	2.7751	1.08234	1.40329	0.910114	3.05873	3.08742	2.38028	1.57794	2.16245	2.20619	3.39218	2.28257	2.75123	1.23737	1.94707	2.20942
3010001F23Rik	0.864866	1.33461	0.640087	0.739421	1.21886	1.44362	1.20748	0.47425	0.80533	1.14952	0.564749	1.45227	1.09065	0.881923	0.86636	1.0997	0.96924	0.479818	0.542036	0.601645	0.104735	0.818233	0.898877	1.296
3010003L21Rik	1.33595	0.804502	0.991093	0.916647	1.42119	0.745541	0.721922	0.516037	0.929409	0.799725	0.561816	0.899786	0.509665	0.557588	0.553583	0.738636	0.595381	0.808242	0.436702	0.62623	0.619759	0.96579	1.02022	0.375258
3110002H16Rik	3.39	4.37257	4.49018	8.47459	8.58452	11.675	5.28739	5.03623	5.51065	9.2811	10.9714	9.11292	4.70375	3.94549	4.78648	5.42952	5.84807	6.98918	4.44824	4.61655	4.22487	4.83922	4.17687	5.70849
3110009E18Rik	3.96852	4.43387	4.46767	1.84388	2.08963	1.39946	3.34361	4.32032	2.92052	1.30588	5.61345	1.9452	2.65687	3.14638	5.20168	3.22993	2.77958	2.82564	4.23177	4.65552	3.72926	3.91936	1.22384	4.56166
3110021A11Rik	1.9566	1.43205	1.72386	0	0.481011	0.935902	1.21081	1.42446	1.50048	0.249011	0.206312	0.449685	0.665582	1.24248	1.36009	0.295324	0.303067	0.647359	1.33262	1.17937	1.23329	0.448866	0.48271	0.856609
3110039I08Rik	30.3904	24.6753	23.9919	4.49228	4.47111	6.78122	28.6275	26.8044	30.8887	4.55045	4.50321	4.66022	17.0237	15.6301	15.0104	2.99076	2.39729	2.9042	8.82761	12.1064	7.95085	1.55373	1.30505	1.69281
3110040N11Rik	2.24589	3.68585	3.35339	6.708	8.66758	7.55166	2.50095	2.08986	1.4222	6.62305	5.86364	6.19216	3.02248	2.44468	2.56568	5.45059	5.60356	6.7479	3.21109	3.4587	2.64276	5.50937	4.25244	5.9328
3110043O21Rik	2.90464	3.07329	2.63557	11.2338	13.5313	9.85392	2.89844	3.04966	3.05053	7.19439	10.7775	17.8892	3.62715	2.86858	2.67826	7.8081	12.6288	8.45439	3.42714	2.75375	2.69827	9.50192	11.5548	11.1335
3110056K07Rik	6.37565	5.02527	5.04276	6.49208	6.30544	6.55486	6.74143	5.1031	5.76951	7.41905	6.14772	4.88501	5.80992	5.88093	4.02187	5.92479	6.05589	6.80496	5.48453	5.03833	4.36302	6.75157	6.91618	7.37022
3110062M04Rik	1.53061	1.39241	1.74023	2.66536	2.4454	1.91554	1.80746	1.7568	1.60864	2.59686	2.43727	2.35852	2.2632	2.07847	1.91772	2.91829	2.70495	3.00892	2.30852	1.95423	2.05721	2.52356	2.74299	2.23882
3110070M22Rik	1.09625	0.68069	0.806655	1.03995	1.36171	0.836249	0.652295	0.520825	0.746726	0.921765	0.40942	1.05746	0.610951	0.948217	0.699838	0.873766	0.50395	0.686269	0.285117	0.503834	0.719469	0.87163	0.831665	0.462958
3110082I17Rik	6.8687	7.72119	9.46815	12.2267	14.5451	13.1305	7.38411	6.63247	6.91134	12.4632	13.1416	12.3905	11.4074	11.6663	9.12002	13.4135	14.1583	15.2825	12.6963	10.4253	11.9871	15.7703	15.6574	17.1815
3300002I08Rik	1.3072	2.45228	1.5715	3.35802	3.04927	3.49015	2.51633	2.17204	2.30057	1.03929	1.75883	2.82108	2.10345	1.35807	2.00257	1.47978	1.2831	1.28513	0.437007	1.55122	1.15902	1.47501	0.706658	1.24786
3632451O06Rik	1.13233	1.54103	0.874688	0.370427	0.547587	0.303231	1.18219	0.944607	2.228	0.825021	0.584072	0.687026	0.738871	0.65371	0.663313	0.721627	0.615348	0.981026	0.784222	0.778027	0.667709	1.10986	1.04464	1.25695
3830406C13Rik	4.96652	5.93692	7.10194	5.07047	5.60055	8.86157	5.12983	5.07493	6.01001	6.86859	6.4977	5.48015	6.07005	6.33195	5.77393	6.00149	7.21481	5.84738	5.77509	5.90742	4.93925	7.25412	6.99952	6.73164
3830408C21Rik	0.927061	1.32647	0.908257	0.41954	0.21699	0.398649	0.816039	0.993378	0.761514	0.183346	0.14695	0.165	0.885754	0.680599	0.873068	0.363894	0.436277	0.323767	0.747498	0.835418	0.754355	0.42199	0.383727	0.293911
4632404H12Rik	1.5039	1.83409	1.56192	1.58533	1.52076	1.71992	1.92592	1.45792	1.45723	1.47175	1.3062	1.65438	1.42383	1.81481	1.50458	1.20801	1.1057	1.41862	0.845411	1.41109	1.07399	1.58556	1.53159	1.66855
